category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
PMID	PMID.21209912	4	16	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	3.0800000000000002e-12	8.800000000000001e-10	(2010) Coordinated translocation of mammalian Gli proteins and suppressor of fused to the primary cilium.
PMID	PMID.21215260	4	22	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	9.52e-12	1.6e-09	(2011) C. elegans patched-3 is an essential gene implicated in osmoregulation and requiring an intact permease transporter domain.
PMID	PMID.21490725	4	12	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.16e-12	6.610000000000001e-10	(2011) Cell-sorting at the AP boundary in the Drosophila wing primordium: a computational model to consolidate observed non-local effects of Hh signaling.
PMID	PMID.21664578	4	20	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	6.7599999999999995e-12	1.29e-09	(2011) Hedgehog activates fused through phosphorylation to elicit a full spectrum of pathway responses.
PMID	PMID.21844892	4	22	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	9.52e-12	1.6e-09	(2011) Transduction of the Hedgehog signal through the dimerization of Fused and the nuclear translocation of Cubitus interruptus.
PMID	PMID.21906949	4	18	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	4.66e-12	1.09e-09	(2011) Hedgehog signaling regulates nociceptive sensitization.
PMID	PMID.22228099	4	19	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	5.639999999999999e-12	1.21e-09	(2012) BBS proteins interact genetically with the IFT pathway to influence SHH-related phenotypes.
PMID	PMID.22253574	4	29	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	2.5999999999999997e-11	2.9100000000000005e-09	(2012) Hedgehog-regulated ubiquitination controls smoothened trafficking and cell surface expression in Drosophila.
PMID	PMID.22391302	4	17	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	3.81e-12	9.79e-10	(2012) Identification, functional characterization, and pathobiological significance of GLI1 isoforms in human cancers.
PMID	PMID.22537496	4	14	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.95e-12	6.610000000000001e-10	(2012) Hh-induced Smoothened conformational switch is mediated by differential phosphorylation at its C-terminal tail in a dose- and position-dependent manner.
PMID	PMID.22705500	4	26	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.74e-11	2.1899999999999997e-09	(2012) Regulation of Yorkie activity in Drosophila imaginal discs by the Hedgehog receptor gene patched.
PMID	PMID.23227236	4	12	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.16e-12	6.610000000000001e-10	(2012) Differential involvement of Hedgehog signaling in butterfly wing and eyespot development.
PMID	PMID.23337587	4	29	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	2.5999999999999997e-11	2.9100000000000005e-09	(2013) Decoding the phosphorylation code in Hedgehog signal transduction.
PMID	PMID.23520449	4	19	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	5.639999999999999e-12	1.21e-09	(2013) Canalization and control in automata networks: body segmentation in Drosophila melanogaster.
PMID	PMID.23565096	4	17	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	3.81e-12	9.79e-10	(2013) A review of hedgehog signaling in cranial bone development.
PMID	PMID.23587183	4	7	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	2.1e-13	4.58e-10	(2013) Drugging Hedgehog: signaling the pathway to translation.
PMID	PMID.23792115	4	29	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	2.5999999999999997e-11	2.9100000000000005e-09	(2013) optix functions as a link between the retinal determination network and the dpp pathway to control morphogenetic furrow progression in Drosophila.
PMID	PMID.23934610	4	13	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.52e-12	6.610000000000001e-10	(2013) A graphical model method for integrating multiple sources of genome-scale data.
PMID	PMID.23951062	4	13	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.52e-12	6.610000000000001e-10	(2013) Integrated genotypic analysis of hedgehog-related genes identifies subgroups of keratocystic odontogenic tumor with distinct clinicopathological features.
PMID	PMID.23995793	4	9	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	4.55e-13	4.58e-10	(2013) Imiquimod directly inhibits Hedgehog signalling by stimulating adenosine receptorprotein kinase A-mediated GLI phosphorylation.
PMID	PMID.24007940	4	27	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	2.0000000000000002e-11	2.39e-09	(2014) Inhibition of Hedgehog signaling in the gastrointestinal tract: targeting the cancer microenvironment.
PMID	PMID.24217340	4	19	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	5.639999999999999e-12	1.21e-09	(2013) Structural insight into the mutual recognition and regulation between Suppressor of Fused and GliCi.
PMID	PMID.24244405	4	20	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	6.7599999999999995e-12	1.29e-09	(2013) Hrs promotes ubiquitination and mediates endosomal trafficking of smoothened in Drosophila hedgehog signaling.
PMID	PMID.24339784	4	26	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.74e-11	2.1899999999999997e-09	(2013) Positive and negative regulation of Gli activity by Kif7 in the zebrafish embryo.
PMID	PMID.24373970	4	13	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.52e-12	6.610000000000001e-10	(2014) Gli protein activity is controlled by multisite phosphorylation in vertebrate Hedgehog signaling.
PMID	PMID.24385484	4	23	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.1199999999999999e-11	1.66e-09	(2013) Atrophin-Rpd3 complex represses Hedgehog signaling by acting as a corepressor of CiR.
PMID	PMID.24391661	4	24	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.2999999999999999e-11	1.8600000000000002e-09	(2013) A computation using mutually exclusive processing is sufficient to identify specific Hedgehog signaling components.
PMID	PMID.24527387	4	12	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.16e-12	6.610000000000001e-10	(2014) Debra-mediated Ci degradation controls tissue homeostasis in Drosophila adult midgut.
PMID	PMID.24862856	4	12	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.16e-12	6.610000000000001e-10	(2014) Transcriptional regulation of graded Hedgehog signaling.
PMID	PMID.25009998	4	14	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.95e-12	6.610000000000001e-10	(2014) A broadly conserved g-protein-coupled receptor kinase phosphorylation mechanism controls Drosophila smoothened activity.
PMID	PMID.25141859	4	10	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	6.37e-13	4.58e-10	(2014) The effects of sonic hedgehog signaling pathway components on non-small-cell lung cancer progression and clinical outcome.
PMID	PMID.25206052	4	25	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.51e-11	2.04e-09	(2014) Sonic hedgehog signalling pathway: a complex network.
PMID	PMID.25265279	4	10	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	6.37e-13	4.58e-10	(2014) Downregulation of the gli transcription factors regulator Kif7 facilitates cell survival and migration of choriocarcinoma cells.
PMID	PMID.25339593	4	22	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	9.52e-12	1.6e-09	(2015) Holoprosencephaly: signaling interactions between the brain and the face, the environment and the genes, and the phenotypic variability in animal models and humans.
PMID	PMID.26179038	4	10	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	6.37e-13	4.58e-10	(2015) Analysis of Smoothened Phosphorylation and Activation in Cultured Cells and Wing Discs of Drosophila.
PMID	PMID.26343726	4	17	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	3.81e-12	9.79e-10	(2015) The Role of Hedgehog Signaling in Tumor Induced Bone Disease.
PMID	PMID.26446620	4	23	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.1199999999999999e-11	1.66e-09	(2015) Control of the dynamics and homeostasis of the Drosophila Hedgehog receptor Patched by two C2-WW-HECT-E3 Ubiquitin ligases.
PMID	PMID.26801178	4	29	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	2.5999999999999997e-11	2.9100000000000005e-09	(2016) Hedgehog Signaling Strength Is Orchestrated by the mir-310 Cluster of MicroRNAs in Response to Diet.
PMID	PMID.27280464	4	24	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.2999999999999999e-11	1.8600000000000002e-09	(2016) Regulation of Smoothened Phosphorylation and High-Level Hedgehog Signaling Activity by a Plasma Membrane Associated Kinase.
PMID	PMID.27486815	4	29	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	2.5999999999999997e-11	2.9100000000000005e-09	(2016) The human Smoothened inhibitor PF-04449913 induces exit from quiescence and loss of multipotent Drosophila hematopoietic progenitor cells.
PMID	PMID.27746045	4	29	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	2.5999999999999997e-11	2.9100000000000005e-09	(2016) Regulation of Smoothened Trafficking and Hedgehog Signaling by the SUMO Pathway.
PMID	PMID.27881449	4	25	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.51e-11	2.04e-09	(2017) Primary Cilia and Mammalian Hedgehog Signaling.
PMID	PMID.28825565	4	19	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	5.639999999999999e-12	1.21e-09	(2017) Cytoneme-mediated cell-cell contacts for Hedgehog reception.
PMID	PMID.28837667	4	14	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.95e-12	6.610000000000001e-10	(2017) Influenza NS1 directly modulates Hedgehog signaling during infection.
PMID	PMID.28894158	4	25	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	1.51e-11	2.04e-09	(2017) Biophysical characterisation of the novel zinc binding property in Suppressor of Fused.
PMID	PMID.28900135	4	29	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	2.5999999999999997e-11	2.9100000000000005e-09	(2017) Hedgehog signalling is required for cell survival in Drosophila wing pouch cells.
PMID	PMID.29093440	4	29	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	2.5999999999999997e-11	2.9100000000000005e-09	(2017) Quantitative microscopy of the Drosophila ovary shows multiple niche signals specify progenitor cell fate.
PMID	PMID.29119099	4	27	7227	7227.FBpp0077788,7227.FBpp0088245,7227.FBpp0088443,7227.FBpp0099945	smo,ci,ptc,hh	2.0000000000000002e-11	2.39e-09	(2017) Wnt and Hedgehog Signaling Regulate the Differentiation of F9 Cells into Extraembryonic Endoderm.
