id_	over/under	perc_associated_foreground	perc_associated_background	fold_enrichment_foreground_2_background	foreground_count	foreground_n	background_count	background_n	p_uncorrected	FDR	description	ANs_foreground
........GO:1900413	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	positive regulation of phospholipid biosynthetic process by positive regulation of transcription from RNA polymerase II promoter	P31385, P39001
.......GO:1900471	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	negative regulation of inositol biosynthetic process by negative regulation of transcription from RNA polymerase II promoter	P31385, P39001
.......GO:1900089	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	negative regulation of inositol biosynthetic process	P31385, P39001
.......GO:1900472	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	positive regulation of phosphatidylcholine biosynthetic process by positive regulation of transcription from RNA polymerase II promoter	P31385, P39001
.....GO:1900468	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	regulation of phosphatidylserine biosynthetic process	P31385, P39001
.......GO:1900525	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	positive regulation of phosphatidylserine biosynthetic process by positive regulation of transcription from RNA polymerase II promoter	P31385, P39001
.......GO:0010678	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	negative regulation of cellular carbohydrate metabolic process by negative regulation of transcription, DNA-templated	P31385, P39001
......GO:1902931	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	negative regulation of alcohol biosynthetic process	P31385, P39001
.......GO:1900375	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	positive regulation of inositol biosynthetic process by positive regulation of transcription from RNA polymerase II promoter	P17106, P31385
.....GO:0010453	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	regulation of cell fate commitment	P22082, P32591
.....GO:0045597	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	positive regulation of cell differentiation	P22082, P32591
....GO:0044109	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	cellular alcohol catabolic process	P22082, P32591
......GO:0010455	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	positive regulation of cell fate commitment	P22082, P32591
.....GO:0031496	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	positive regulation of mating type switching	P22082, P32591
....GO:0031494	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	regulation of mating type switching	P22082, P32591
....GO:0140080	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	class III/IV DNA-(apurinic or apyrimidinic site) lyase activity	P22936, P31378
....GO:0140078	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	class I DNA-(apurinic or apyrimidinic site) lyase activity	P22936, P31378
....GO:0070823	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	HDA1 complex	P53973, Q06629
...GO:0010978	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	gene silencing involved in chronological cell aging	P53973, Q06629
.GO:0015976	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	carbon utilization	P38140, Q04401
......GO:0071048	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	nuclear retention of unspliced pre-mRNA at the site of transcription	P33411, Q02455
..........GO:0010484	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	H3 histone acetyltransferase activity	Q03330, Q07794
......GO:0001093	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	TFIIB-class transcription factor binding	P07248, P19263
....GO:0043393	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	regulation of protein binding	P29056, Q06411
.....GO:0032091	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	negative regulation of protein binding	P29056, Q06411
..........GO:0061429	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	positive regulation of transcription from RNA polymerase II promoter by oleic acid	P07248, P40535
.....GO:0071398	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	cellular response to fatty acid	P07248, P40535
....GO:0070542	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	response to fatty acid	P07248, P40535
......GO:0071400	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	cellular response to oleic acid	P07248, P40535
.....GO:0071396	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	cellular response to lipid	P07248, P40535
.........GO:0061421	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	positive regulation of transcription by oleic acid	P07248, P40535
.....GO:0034201	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	response to oleic acid	P07248, P40535
......GO:0034462	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	small-subunit processome assembly	P53743, Q06106
.....GO:0048256	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	flap endonuclease activity	P26793, P38859
......GO:0017108	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	5'-flap endonuclease activity	P26793, P38859
......GO:0016233	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	telomere capping	P29539, P38121
.......GO:0072479	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	response to mitotic cell cycle spindle assembly checkpoint signaling	P40457, Q02455
.....GO:0072414	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	response to mitotic cell cycle checkpoint signaling	P40457, Q02455
......GO:0072476	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	response to mitotic spindle checkpoint signaling	P40457, Q02455
......GO:0072485	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	response to spindle assembly checkpoint signaling	P40457, Q02455
........GO:1901925	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	negative regulation of protein import into nucleus during spindle assembly checkpoint	P40457, Q02455
.........GO:1900050	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	negative regulation of histone exchange	P32657, P38144
.....GO:0030874	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	nucleolar chromatin	P32657, P38144
......GO:0061412	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	positive regulation of transcription from RNA polymerase II promoter in response to amino acid starvation	P22082, P53628
.....GO:0006287	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	base-excision repair, gap-filling	P15436, P21951
.....GO:0006297	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	nucleotide-excision repair, DNA gap filling	P15436, P21951
......GO:0045004	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	DNA replication proofreading	P15436, P21951
....GO:0033680	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	ATP-dependent DNA/RNA helicase activity	Q00416, Q06218
.....GO:0090419	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	negative regulation of transcription involved in G2/M transition of mitotic cell cycle	P40466, P41813
.......GO:1903466	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	regulation of mitotic DNA replication initiation	P40466, P41813
.......GO:1903465	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	positive regulation of mitotic cell cycle DNA replication	P40466, P41813
........GO:1903468	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	positive regulation of DNA replication initiation	P40466, P41813
......GO:1903463	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	regulation of mitotic cell cycle DNA replication	P40466, P41813
.........GO:0032298	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	positive regulation of DNA-dependent DNA replication initiation	P40466, P41813
...GO:0033186	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	CAF-1 complex	P13712, Q12495
...GO:0003916	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	DNA topoisomerase activity	P06786, P38086
......GO:0033309	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	SBF transcription complex	P09959, P25302
.........GO:0034244	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	negative regulation of transcription elongation from RNA polymerase II promoter	P40466, Q02792
......GO:0006277	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	DNA amplification	P06778, P47110
.....GO:0007095	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	mitotic G2 DNA damage checkpoint	P38850, Q12114
.....GO:0031572	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	G2 DNA damage checkpoint	P38850, Q12114
....GO:0001025	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	RNA polymerase III transcription factor binding	P29056, P46678
.....GO:0010530	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	positive regulation of transposition	P18412, P46678
.....GO:0001156	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	TFIIIC-class transcription factor binding	P29056, P46678
...GO:0031229	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	intrinsic component of nuclear inner membrane	Q03281, Q03707
...GO:0070197	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	meiotic attachment of telomere to nuclear envelope	Q03281, Q03707
....GO:0005639	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	integral component of nuclear inner membrane	Q03281, Q03707
......GO:0045131	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	pre-mRNA branch point binding	P36084, Q12186
....GO:0051864	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	histone demethylase activity (H3-K36 specific)	P39956, Q03833
......GO:0008214	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	protein dealkylation	P39956, Q03833
...GO:0006482	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	protein demethylation	P39956, Q03833
......GO:0070544	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	histone H3-K36 demethylation	P39956, Q03833
...GO:0032452	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	histone demethylase activity	P39956, Q03833
.....GO:0070076	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	histone lysine demethylation	P39956, Q03833
....GO:0016577	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	histone demethylation	P39956, Q03833
.....GO:0000023	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	maltose metabolic process	P38157, P38158
.........GO:0000435	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	positive regulation of transcription from RNA polymerase II promoter by galactose	P38931, P39073
........GO:0000431	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	regulation of transcription from RNA polymerase II promoter by galactose	P38931, P39073
.....GO:0019948	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	SUMO activating enzyme activity	P52488, Q06624
...GO:0031510	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	SUMO activating enzyme complex	P52488, Q06624
.....GO:0016436	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	rRNA (uridine) methyltransferase activity	P25582, P40493
....GO:0001179	o	0.174	0.000	inf	2	1151	0	1151	0.5	1	RNA polymerase I transcription factor binding	P13393, P27692
.......GO:0070918	o	0.087	0.000	inf	1	1151	0	1151	1	1	production of small RNA involved in gene silencing by RNA	Q02555
.......GO:0031054	o	0.087	0.000	inf	1	1151	0	1151	1	1	pre-miRNA processing	Q02555
......GO:0031050	o	0.087	0.000	inf	1	1151	0	1151	1	1	dsRNA fragmentation	Q02555
.......GO:0031053	o	0.087	0.000	inf	1	1151	0	1151	1	1	primary miRNA processing	Q02555
........GO:0030422	o	0.087	0.000	inf	1	1151	0	1151	1	1	production of siRNA involved in RNA interference	Q02555
.....GO:0051903	o	0.087	0.000	inf	1	1151	0	1151	1	1	S-(hydroxymethyl)glutathione dehydrogenase activity	P32771
...GO:0006069	o	0.087	0.000	inf	1	1151	0	1151	1	1	ethanol oxidation	P32771
.....GO:2001040	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of cellular response to drug	P12383
....GO:2001023	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of response to drug	P12383
.....GO:2001025	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of response to drug	P12383
....GO:2001038	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of cellular response to drug	P12383
.....GO:0000800	o	0.087	0.000	inf	1	1151	0.0	1151	1	1	lateral element	P20050
.......GO:0070903	o	0.087	0.000	inf	1	1151	0	1151	1	1	mitochondrial tRNA thio-modification	P25374
.....GO:0044571	o	0.087	0.000	inf	1	1151	0	1151	1	1	[2Fe-2S] cluster assembly	P25374
.........GO:0002109	o	0.087	0.000	inf	1	1151	0.0	1151	1	1	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA,5S)	P05759
....GO:0035035	o	0.087	0.000	inf	1	1151	0	1151	1	1	histone acetyltransferase binding	Q05021
.......GO:0072369	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter	Q05958
........GO:0035961	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of ergosterol biosynthetic process by positive regulation of transcription from RNA polymerase II promoter	Q05958
.....GO:0032370	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of lipid transport	Q05958
.......GO:1904741	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of filamentous growth of a population of unicellular organisms in response to starvation by positive regulation of transcription from RNA polymerase II promoter	Q05958
.......GO:0035960	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of ergosterol biosynthetic process by regulation of transcription from RNA polymerase II promoter	Q05958
.......GO:2000911	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of sterol import	Q05958
.......GO:0010893	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of steroid biosynthetic process	Q05958
......GO:0032373	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of sterol transport	Q05958
.......GO:0070452	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of ergosterol biosynthetic process	Q05958
........GO:0035969	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of sterol import by positive regulation of transcription from RNA polymerase II promoter	Q05958
......GO:0045940	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of steroid metabolic process	Q05958
....GO:1905954	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of lipid localization	Q05958
.......GO:1900526	o	0.087	0.000	inf	1	1151	0	1151	1	1	negative regulation of phosphatidylserine biosynthetic process by negative regulation of transcription from RNA polymerase II promoter	P31385
.......GO:1900473	o	0.087	0.000	inf	1	1151	0	1151	1	1	negative regulation of phosphatidylcholine biosynthetic process by negative regulation of transcription from RNA polymerase II promoter	P31385
......GO:1990884	o	0.087	0.000	inf	1	1151	0	1151	1	1	RNA acetylation	P53914
.......GO:1990883	o	0.087	0.000	inf	1	1151	0	1151	1	1	rRNA cytidine N-acetyltransferase activity	P53914
........GO:1904812	o	0.087	0.000	inf	1	1151	0	1151	1	1	rRNA acetylation involved in maturation of SSU-rRNA	P53914
.......GO:1990882	o	0.087	0.000	inf	1	1151	0	1151	1	1	rRNA acetylation	P53914
.......GO:0051392	o	0.087	0.000	inf	1	1151	0	1151	1	1	tRNA N-acetyltransferase activity	P53914
.......GO:0051391	o	0.087	0.000	inf	1	1151	0	1151	1	1	tRNA acetylation	P53914
....GO:0042565	o	0.087	0.000	inf	1	1151	0	1151	1	1	RNA nuclear export complex	P52918
.......GO:0071528	o	0.087	0.000	inf	1	1151	0	1151	1	1	tRNA re-export from nucleus	P52918
.....GO:0097466	o	0.087	0.000	inf	1	1151	0	1151	1	1	ubiquitin-dependent glycoprotein ERAD pathway	Q02890
.....GO:0006516	o	0.087	0.000	inf	1	1151	0	1151	1	1	glycoprotein catabolic process	Q02890
....GO:1904587	o	0.087	0.000	inf	1	1151	0	1151	1	1	response to glycoprotein	Q02890
.....GO:0008113	o	0.087	0.000	inf	1	1151	0	1151	1	1	peptide-methionine (S)-S-oxide reductase activity	P40029
.......GO:0030007	o	0.087	0.000	inf	1	1151	0	1151	1	1	cellular potassium ion homeostasis	Q08179
.....GO:0102480	o	0.087	0.000	inf	1	1151	0	1151	1	1	5-fluorocytosine deaminase activity	Q12178
....GO:0004131	o	0.087	0.000	inf	1	1151	0	1151	1	1	cytosine deaminase activity	Q12178
......GO:0019858	o	0.087	0.000	inf	1	1151	0	1151	1	1	cytosine metabolic process	Q12178
.....GO:0006120	o	0.087	0.000	inf	1	1151	0	1151	1	1	mitochondrial electron transport, NADH to ubiquinone	P32340
.....GO:0050136	o	0.087	0.000	inf	1	1151	0	1151	1	1	NADH dehydrogenase (quinone) activity	P32340
......GO:0008137	o	0.087	0.000	inf	1	1151	0	1151	1	1	NADH dehydrogenase (ubiquinone) activity	P32340
.....GO:1905421	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of plant organ morphogenesis	Q02908
.....GO:1900618	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of shoot system morphogenesis	Q02908
......GO:2000025	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of leaf formation	Q02908
.....GO:1905428	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of plant organ formation	Q02908
......GO:1901371	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of leaf morphogenesis	Q02908
......GO:2000024	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of leaf development	Q02908
...GO:0009292	o	0.087	0.000	inf	1	1151	0	1151	1	1	genetic transfer	Q02908
.....GO:0010928	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of auxin mediated signaling pathway	Q02908
....GO:0009294	o	0.087	0.000	inf	1	1151	0	1151	1	1	DNA mediated transformation	Q02908
.....GO:0000703	o	0.087	0.000	inf	1	1151	0	1151	1	1	oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity	P31378
.......GO:0006296	o	0.087	0.000	inf	1	1151	0	1151	1	1	nucleotide-excision repair, DNA incision, 5'-to lesion	P31378
.....GO:0010621	o	0.087	0.000	inf	1	1151	0	1151	1	1	negative regulation of transcription by transcription factor localization	P53973
.......GO:0050849	o	0.087	0.000	inf	1	1151	0	1151	1	1	negative regulation of calcium-mediated signaling	P17157
....GO:1990860	o	0.087	0.000	inf	1	1151	0	1151	1	1	Pho85-Pho80 CDK-cyclin complex	P17157
......GO:0050848	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of calcium-mediated signaling	P17157
....GO:0051177	o	0.087	0.000	inf	1	1151	0	1151	1	1	meiotic sister chromatid cohesion	P47037
.........GO:0071030	o	0.087	0.000	inf	1	1151	0	1151	1	1	nuclear mRNA surveillance of spliceosomal pre-mRNA splicing	P53725
.......GO:0006105	o	0.087	0.000	inf	1	1151	0	1151	1	1	succinate metabolic process	Q04401
...GO:0070274	o	0.087	0.000	inf	1	1151	0	1151	1	1	RES complex	P46947
........GO:0044154	o	0.087	0.000	inf	1	1151	0	1151	1	1	histone H3-K14 acetylation	P25554
.......GO:0043970	o	0.087	0.000	inf	1	1151	0	1151	1	1	histone H3-K9 acetylation	P25554
......GO:0061647	o	0.087	0.000	inf	1	1151	0	1151	1	1	histone H3-K9 modification	P25554
........GO:0043971	o	0.087	0.000	inf	1	1151	0	1151	1	1	histone H3-K18 acetylation	P25554
..........GO:0051571	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of histone H3-K4 methylation	P23293
......GO:0004861	o	0.087	0.000	inf	1	1151	0	1151	1	1	cyclin-dependent protein serine/threonine kinase inhibitor activity	P17442
......GO:0070869	o	0.087	0.000	inf	1	1151	0	1151	1	1	heterochromatin assembly involved in chromatin silencing	P40161
.....GO:0031507	o	0.087	0.000	inf	1	1151	0	1151	1	1	heterochromatin assembly	P40161
.......GO:0008616	o	0.087	0.000	inf	1	1151	0	1151	1	1	queuosine biosynthetic process	Q04004
......GO:0046116	o	0.087	0.000	inf	1	1151	0	1151	1	1	queuosine metabolic process	Q04004
....GO:0008479	o	0.087	0.000	inf	1	1151	0	1151	1	1	queuine tRNA-ribosyltransferase activity	Q04004
.....GO:0004751	o	0.087	0.000	inf	1	1151	0	1151	1	1	ribose-5-phosphate isomerase activity	Q12189
......GO:0070901	o	0.087	0.000	inf	1	1151	0	1151	1	1	mitochondrial tRNA methylation	P38793
.......GO:0052906	o	0.087	0.000	inf	1	1151	0	1151	1	1	tRNA (guanine(37)-N(1))-methyltransferase activity	P38793
......GO:0002939	o	0.087	0.000	inf	1	1151	0	1151	1	1	tRNA N1-guanine methylation	P38793
......GO:0009019	o	0.087	0.000	inf	1	1151	0	1151	1	1	tRNA (guanine-N1-)-methyltransferase activity	P38793
.....GO:0016631	o	0.087	0.000	inf	1	1151	0	1151	1	1	enoyl-[acyl-carrier-protein] reductase activity	P38071
........GO:0038083	o	0.087	0.000	inf	1	1151	0	1151	1	1	peptidyl-tyrosine autophosphorylation	P29295
....GO:2001159	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of protein localization by the Cvt pathway	P29295
.......GO:2000369	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of clathrin-dependent endocytosis	P29295
.......GO:2000370	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of clathrin-dependent endocytosis	P29295
....GO:0070992	o	0.087	0.000	inf	1	1151	0	1151	1	1	translation initiation complex	P47089
......GO:1900103	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of endoplasmic reticulum unfolded protein response	P39935
.....GO:1905898	o	0.087	0.000	inf	1	1151	0	1151	1	1	positive regulation of response to endoplasmic reticulum stress	P39935
....GO:0004000	o	0.087	0.000	inf	1	1151	0	1151	1	1	adenosine deaminase activity	Q9URQ3
...GO:0052718	o	0.087	0.000	inf	1	1151	0.0	1151	1	1	tRNA-specific adenosine-34 deaminase complex	Q9URQ3
.....GO:0008251	o	0.087	0.000	inf	1	1151	0	1151	1	1	tRNA-specific adenosine deaminase activity	Q9URQ3
......GO:0052717	o	0.087	0.000	inf	1	1151	0.0	1151	1	1	tRNA-specific adenosine-34 deaminase activity	Q9URQ3
......GO:1902481	o	0.087	0.000	inf	1	1151	0	1151	1	1	gamma-tubulin complex assembly	P32380
.....GO:0005822	o	0.087	0.000	inf	1	1151	0	1151	1	1	inner plaque of spindle pole body	P32380
....GO:0051233	o	0.087	0.000	inf	1	1151	0	1151	1	1	spindle midzone	P32504
.....GO:0042936	o	0.087	0.000	inf	1	1151	0	1151	1	1	dipeptide transporter activity	P32901
.......GO:0042938	o	0.087	0.000	inf	1	1151	0	1151	1	1	dipeptide transport	P32901
......GO:0006857	o	0.087	0.000	inf	1	1151	0	1151	1	1	oligopeptide transport	P32901
.......GO:0042939	o	0.087	0.000	inf	1	1151	0	1151	1	1	tripeptide transport	P32901
.....GO:0042937	o	0.087	0.000	inf	1	1151	0	1151	1	1	tripeptide transporter activity	P32901
....GO:0015198	o	0.087	0.000	inf	1	1151	0	1151	1	1	oligopeptide transporter activity	P32901
....GO:0098545	o	0.087	0.000	inf	1	1151	0	1151	1	1	maintenance of protein complex location in cytoplasm	P43583
.....GO:1990236	o	0.087	0.000	inf	1	1151	0	1151	1	1	proteasome core complex import into nucleus	P43583
...GO:0005839	o	0.087	0.000	inf	1	1151	0	1151	1	1	proteasome core complex	P43583
.....GO:1990237	o	0.087	0.000	inf	1	1151	0	1151	1	1	sequestration of proteasome core complex in proteasome storage granule	P43583
...GO:0098544	o	0.087	0.000	inf	1	1151	0	1151	1	1	maintenance of protein complex location	P43583
.........GO:0010947	o	0.087	0.000	inf	1	1151	0	1151	1	1	negative regulation of meiotic joint molecule formation	P35187
......GO:0031860	o	0.087	0.000	inf	1	1151	0	1151	1	1	telomeric 3' overhang formation	P35187
........GO:0010946	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of meiotic joint molecule formation	P35187
...GO:0031422	o	0.087	0.000	inf	1	1151	0	1151	1	1	RecQ helicase-Topo III complex	P35187
..GO:0031292	o	0.087	0.000	inf	1	1151	0	1151	1	1	gene conversion at mating-type locus, DNA double-strand break processing	P35187
....GO:0071562	o	0.087	0.000	inf	1	1151	0	1151	1	1	nucleus-vacuole junction assembly	P39968
....GO:0046967	o	0.087	0.000	inf	1	1151	0	1151	1	1	cytosol to ER transport	P14906
......GO:1904876	o	0.087	0.000	inf	1	1151	0	1151	1	1	negative regulation of DNA ligase activity	Q06411
......GO:0051105	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of DNA ligation	Q06411
.......GO:0051107	o	0.087	0.000	inf	1	1151	0	1151	1	1	negative regulation of DNA ligation	Q06411
.....GO:0051352	o	0.087	0.000	inf	1	1151	0	1151	1	1	negative regulation of ligase activity	Q06411
.....GO:1904875	o	0.087	0.000	inf	1	1151	0	1151	1	1	regulation of DNA ligase activity	Q06411
